,user_id,username,id,date,Tweet,lang,replyCount,followersCount
0,88422632,dilippurohit,1569557399178219520,2022-09-13 05:23:39+00:00,"दिल्ली में MG Gloster,
दिल्ली से अहमदाबाद स्पेशल विमान और 
गुजरात में ऑटो 🛺
#KapilExposesKejriwal  #KejriwalExposed @AamAadmiParty @AAPGUJ @isudan_gadhvi @AhmedabadPolice https://t.co/Q9dXj2vTB1",hi,0,95
1,749758978956075008,brjkumar1,1569549770196418560,2022-09-13 04:53:20+00:00,@Saurabh_MLAgk #KapilExposesKejriwal https://t.co/GZ8UtTE9dU,qme,0,1186
2,1551751447414419456,maheshspatel55,1569511282805723138,2022-09-13 02:20:24+00:00,"गुजरात में बेरोजगारी दर 1.8% और दिल्ली में घुंघरू शेठ/ठग है वहा बेरोजगारी दर 8.8% है, अगर गुजरात मे बेरोजगारी होती तो दूसरे स्टेट से लोग क्यो आये होंगे..?? इतना सोचो बस..
#KapilExposesKejriwal",hi,1,411
3,1096291106852139008,Parshan93694593,1569368048834052096,2022-09-12 16:51:14+00:00,#KapilExposesKejriwal,qht,0,253
4,749758978956075008,brjkumar1,1569367626958405632,2022-09-12 16:49:34+00:00,@AamAadmiParty @ArvindKejriwal #KapilExposesKejriwal https://t.co/P7yaVqcKf0,qme,0,1186
5,749758978956075008,brjkumar1,1569366052940967937,2022-09-12 16:43:19+00:00,"@KapilMishra_IND Bahut bada wala farziwaal hai ye..
#KapilExposesKejriwal https://t.co/tWjX2adNk9",hi,0,1186
6,1253713209464414208,JAGDISHHESIND,1569360109859663874,2022-09-12 16:19:42+00:00,"#KapilExposesKejriwal 
@KapilMishra_IND https://t.co/QwWsy2q0y0",qme,0,128
7,1510950557393231876,ChawlaJainender,1569359538629001221,2022-09-12 16:17:25+00:00,"#KapilExposesKejriwal

 स्कूलों में बनाया गया एक एक कमरा  ( SINGLE ROOM) जो 1.5 लाख से 2.00 लाख में बन जाता है उसकी 33 लाख
55 लाख
 67 लाख
 पेमेंट करी गई है

बच्चों के नाम पर, शिक्षा के नाम पर corruption किया है

@KapilMishra_IND जी https://t.co/qV1CxPUVhS",hi,1,1268
8,1486903980303130626,rakeshbhb,1569355721611018243,2022-09-12 16:02:15+00:00,@msisodia @ArvindKejriwal गिरगिट कभी दिल्ली वालो के ऑटो में भी बैठ लिया कर.....दिल्ली के जनता के बीच गया कभी जितने के बाद....खुद का दिल्ली तो संभाला नही जा रहा और गुजरात को चला ठीक करने चोर #ArvindKejriwal #GujratElections #gujrat #KapilExposesKejriwal @KapilMishra_IND,hi,0,1
9,2901663888,Kuldipsanghvi,1569274728044707841,2022-09-12 10:40:25+00:00,"दिल्ली शिक्षा मॉडल

दसवीं का रिज़ल्ट 
2012 : 98%
2022 : 81% 

दसवीं का रिजल्ट 98% से गिरकर 81% पे आ गया, बताओं कौनसी क्रांति हुई हैं 

'क्रांति होंगी भी कैसे शिक्षा मंत्री ही शराब मंत्री हैं'

#KapilExposesKejriwal",hi,2,10667
