,user_id,username,id,date,Tweet,lang,replyCount,followersCount
0,1564135521760096258,SaffronFire,1570051004053491713,2022-09-14 14:05:04+00:00,"Sadhus getting keeled In the name of Fake Baccha chor and got Abused hitted hard kinda half murder And chuslamic are doing sar tan zumda still no issues Free hai.
Police are Impotemt...🤡🤡🤡
#Sadhus #SarTanSeJuda",en,0,597
1,306357166,SimplyyJKS,1570040889472618497,2022-09-14 13:24:52+00:00,"Need this much of confidence 😆 

#LoveJihad #SarTanSeJuda #HindusUnderAttackInIndia #HinduLivesMatters #HindusUnderAttack 

@jihadwatchRS https://t.co/CqwrC314jw",en,0,32
2,1133093590740025344,rummy_chauhan,1570040767833571333,2022-09-14 13:24:23+00:00,मेरा देश बदल रहा है !💪🏻.    🙏🏻good job &amp;आभार 🙏🏻dear @IyerEpr ❤️. #SarTanSeJuda #rap https://t.co/3NKDMIEgY1,hi,0,81
3,839718471936126977,HimanshuShrangi,1570033540196339717,2022-09-14 12:55:40+00:00,"#Rap_Song 
#SarTanSeJuda 
#SaveIndia 
@HESGhaziabad 
@KapilMishra_IND 
@SureshChavhanke https://t.co/4adpwrssfZ",qme,0,39
4,914225518626586624,NirmalKumarTha8,1570031461696438273,2022-09-14 12:47:24+00:00,#SarTanSeJuda se bachao mere desh ko.. https://t.co/GLiX7H2lDs,hi,0,8
5,1393917252303417348,soldierofgod108,1570031351554002946,2022-09-14 12:46:58+00:00,"India now chants Bharat Mata ki Jai / Vande Matram..
India in 2050 #SarTanSeJuda will be the new slogan, Secularism will go in vain &amp; Supreme court will turn into Sharia court.
Convert ,die or run will be heard again.
#hindurashtra",en,0,76
6,1535688169231831040,RanaJi19861986,1570028420788293640,2022-09-14 12:35:19+00:00,@HinduBoy09 Tight slap for #SarTanSeJuda slogans and supporting gang!  @alishan_jafri @zoo_bear @AltNews @ajitanjum @AshrafFem @_sayema @khanumarfa,en,0,0
7,1566728648484331524,AaliyaFatima94,1570025110635008002,2022-09-14 12:22:10+00:00,"What is going on?? avoid such kinda of hate... or this is just Conspiracy to against Indian Muslims ?
Note: Just found this on Social Media

#KanhaiyaLal #SarTanSeJuda https://t.co/5oPkjUx2zE",en,1,20
8,80183148,skgrb,1570022935674638337,2022-09-14 12:13:32+00:00,@swati_gs they need to  move to 52 islamic nations. specially pakistan. #SarTanSeJuda,en,0,196
9,76088793,drrmittal,1570021154609582080,2022-09-14 12:06:27+00:00,"@SpiritOfCongres, Translation of below Tweet : English version of #SarTanSeJuda. #BharatTodoYatra https://t.co/FRu5jW6J1y",en,0,669
10,1482025421080514569,abhishGa,1570017739317850121,2022-09-14 11:52:53+00:00,"#Bengal senior BJP party members are beaten up by police &amp; Mahishi Sena but #SarTanSeJuda gangs are given police protection &amp; the CM literally begged in front of them,that's TMC ?
#Bihar Jungle Raj is back?
Waqf Board is worse than Land Mafia, right?
https://t.co/fJXIBvRuQF",en,3,6635
11,1482025421080514569,abhishGa,1570012954946580483,2022-09-14 11:33:52+00:00,"#Bengal the BJP party members are beaten up by police &amp; Mahishi Sena but the #SarTanSeJuda gangs were given police protection &amp; the CM literally begged in front of them,that's TMC ?
#Bihar Jungle Raj is back?
Waqf Board is worse than Land Mafia,isn't it?
https://t.co/fJXIBvRuQF",en,0,6635
12,1437714260042285056,Pradeep92180102,1570012947912757248,2022-09-14 11:33:50+00:00,"सर तन से जुदा गैंग से बचाओ मेरे देश को 
रैप सांग #कन्हैयालाल
#SarTanSeJuda https://t.co/MtdF9inIfG",hi,0,403
13,136899074,zealram,1570011241552445440,2022-09-14 11:27:04+00:00,#SarTanSeJuda https://t.co/l5kLZZIt2F,qht,0,276
14,1493556050557308930,Vijayafourth,1570010125859188737,2022-09-14 11:22:38+00:00,"@DefenseCounselV @LiveLawIndia Who is communal? A community which flouts the rules of an institution is communal.A community which forbids worship of another in a demolished historic temple is communal. A community shouting #SarTanSeJuda for every imagined slight is communal 
#Gyanvapi 
#Hijab",en,0,392
15,1472971618204807172,trawelkarr,1570009026150428673,2022-09-14 11:18:15+00:00,"@HassanFarhad17 @Srikant507 @Siddhar05645570 @nileshs61178221 @MohammadAlamyar @YousafzaiAnayat We never say it's religion war,stupid ppl only think like that, this is against humanity, so cum n loudly say #Hindu /#Muslim ppl tht we r against #SarTanSeJuda,bt we all C mostly #Hindu ppl cum in front n other will nt n
This is di fact
#BoycottBrahmastra
#Boycott
#Brahmastra",en,1,6
16,1502855916797894658,ADisciple4,1570008417762439168,2022-09-14 11:15:50+00:00,#SarTanSeJuda https://t.co/cRL9xoSNDv,qht,0,21
17,630356502,connectajitcpr,1570003975277268992,2022-09-14 10:58:11+00:00,"Rapper Santhanam Srinivasan Iyer, Stage name EPR, Actually 
Rapped About 
#SarTanSeJuda [सर तन से जुदा]
Brigade. Kudos 

Please listen &amp; share.

 https://t.co/I2j4PTBXPT",en,0,4732
18,18039408,mannuforall,1569999779907923968,2022-09-14 10:41:31+00:00,"@idleildi @shubhankrmishra Pointing to all but main highlight is #SarTanSeJuda! 
To make a balance he added all, as he knows the side-effect of pointing #SarTanSeJuda!
Though the singer loves Rohingya, JNU gang, and other anti nationals.",en,1,1525
19,1259108526984704004,TheRawFact,1569998780769902594,2022-09-14 10:37:33+00:00,"""सर तन से जुदा"" is not a slogan.

It's a real face of Islamic TERRORISM.
#SarTanSeJuda 

#SpeakAgainstTerror https://t.co/O7kjTng79r",en,1,10031
20,1568623531340201984,BhaiSnatani,1569998144477495296,2022-09-14 10:35:01+00:00,"@gagandskohli @asadowaisi Are you know about Sheesh ganj gurudwara??

If don't read,
If yes always remember it why your Gurus are sacrificed themselves?

So don't trust these bloodthirsty Mob who chants #SarTanSeJuda",en,0,0
21,291585081,AsianetNewsSN,1569997309517402116,2022-09-14 10:31:42+00:00,"ಮತ್ತೆ ಸದ್ದು ಮಾಡಿದ ಸರ್ ತನ್‌ ಸೇ ಜುದಾ, ಬಿಜೆಪಿ ನಾಯಕನಿಗೆ ಶಿರಚ್ಛೇದ ಎಚ್ಚರಿಕೆ!
#BJP #NaveenJindal #SarTanSeJuda #Threat #ProphetMuhammad 
https://t.co/vKg1ID6JVN",kn,0,305045
22,111285610,mahendra3,1569994396443049986,2022-09-14 10:20:07+00:00,@SaiPriy62043784 @Dheerendra2P @Zaffar_Nama #SarTanSeJuda,qme,1,4791
23,504236721,tapash26,1569991779021357057,2022-09-14 10:09:43+00:00,"#SanjuSamson #SarTanSeJuda #RavishKumar 
#CALLTOCOMBAT #CTC #AIRDROP #BSC #NFT #GAME. https://t.co/POQeCPa29o",qht,0,14
24,1249292730188136449,PoohYadav2,1569989421193383937,2022-09-14 10:00:21+00:00,"@NeelMadhav_ Ye liberal ne Bola, Jewish were the oldest people who stayed there, were persecuted by catholic as well as Islamic countries,  they fighting for their existence just like hindus in India. Stop living in the bubble and talk about #SarTanSeJuda Gang. Terrorists have religion.",en,0,4
25,1466766347304517632,Dhurand57534905,1569984304499007488,2022-09-14 09:40:01+00:00,Save me from #SarTanSeJuda https://t.co/ujfHW2V2wd,en,0,8
26,1359755857051832320,kaviyarani1,1569984228129124352,2022-09-14 09:39:43+00:00,"Bachao mere desh ko kattarwad ke bhoot se!

Soul of Indian culture is unity &amp; peace. Extremism has no place whatsoever. #SarTanSeJuda 

 #kanhaiyalal https://t.co/BUkBGnn2lo",en,0,713
27,1390631384469827591,yajnasc,1569984200622710785,2022-09-14 09:39:36+00:00,"@etimes Antics of yesteryears' reel life villains appear to be those of sheep when compared to today's real life villains.
Can't get more brutal, barbaric, blood thirsty &amp; cruel on screen than reality.
#SarTanSeJuda",en,0,98
28,1562723133685395462,Samarth_0896,1569981094250053634,2022-09-14 09:27:16+00:00,Peaceful religion is responsible for beheading Kanhaiya lal ji. #KanhaiyaLal #jihadiculture #terrorism #Sartansejuda,en,0,68
29,1242316371326914560,lawyer_Manish_G,1569979663715389440,2022-09-14 09:21:35+00:00,बचाओ मेरे देश को.. सर तबन से जुदा #SarTanSeJuda #saveindia #Hindutva #HinduEcosystem https://t.co/5uu0dObezj,hi,0,91
30,67173491,ssaratht,1569978309252943872,2022-09-14 09:16:12+00:00,"“You’re an untouchable till you’re a Hindu”, says DMK MP 😳🤷🏻‍♂️😡 Why is no media conducting debates on such a disgusting stmt. If a Hindu say same abt Abrahamic religions, hell would’ve broken lose &amp; #SarTanSeJuda slogans would have raised across India. 

https://t.co/QuGTptqHBp",en,0,854
