,user_id,username,id,date,Tweet,lang,replyCount,followersCount
0,1281532438116589571,LawyalAssociat1,1569594156955369472,2022-09-13 07:49:43+00:00,"St Stephens College Vs. University of Delhi and Anr.

 #lawschool #lawstudent #justice #supremecourt #advocate #legalnews #lawyering #court #indianpolitics #indianlaw #attorneyatlaw #litigation #delhi #highcourt #advocates #indianjudiciary #article30 https://t.co/IOqXys9mR2",en,0,44
1,1549916598,newstracklive,1569581911965855745,2022-09-13 07:01:03+00:00,"आज से प्रारम्भ होगा विधानसभा का मानसून सत्र, आमने सामने आएंगे पक्ष विपक्ष https://t.co/u10eCbV9mV https://t.co/pipe7nDJn3 #bhopal #indianews #madhyapradesh #indianpolitics @newstracklive",hi,0,16921
2,1052578681678311429,sthitpragnya,1569578188854161409,2022-09-13 06:46:16+00:00,"मुझे तो ऐसा था की सीबी__ , __डी और __टी तीनो ऑलरेडी रजिस्टर्ड संस्थाएँ है … 😜😂😂

#Delhi #petregistration #indianpolitics #petdogs #satire 

Delhi News: दिल्ली में पालतू डॉग रखने पर कराना रजिस्ट्रेशन जरूरी https://t.co/bTtgtcwAzW",hi,0,5
3,1549916598,newstracklive,1569575867474657280,2022-09-13 06:37:02+00:00,"एसआर मोहंती को लगा बड़ा झटका, न्यायालय ने खारिज की याचिका https://t.co/Fy15OTliZ7 https://t.co/k9pCOK3IJ7 #bhopal #crime #madhyapradesh #indianpolitics @newstracklive",hi,0,16921
4,1541689429861236736,HaqiqatHPki,1569561046297493504,2022-09-13 05:38:09+00:00,"हिमाचल 
आज की ताज़ा ख़बर 

#हिमाचलखबर #HimachalNews #न्यूज #News  #HaqiqatHimachalKi #HimachalPolitics #ताज़ाख़बर #ताज़ा_ख़बर #BreakingNews #ब्रेकिंगन्यूज 
#BJPHimachalPradesh #digitalillustration #india #indianpolitics #cartoon #politicalmemes #memes #Corruption #Corrupt https://t.co/na5AqBqIme",hi,0,5
5,1052578681678311429,sthitpragnya,1569559500830687234,2022-09-13 05:32:00+00:00,"ऐसे कई कौभांडो की ‘तह’ से तहकीकात की जाती है लेकिन मिलता कुछ नहीं। क्योकि, जनाब इसके सूत्रधार तो ‘ऊपर’ बैठे हुए होते है… 😜😂😂

#corruption #scam #indianpolitics #Gandhinagar #Ahmedabad #Gujarat https://t.co/owcfLhmZoC",hi,0,5
6,876972240608280576,merelybhai,1569553548203130880,2022-09-13 05:08:21+00:00,"Next Hero in #IndianPolitics 
@kanhaiyakumar @RahulGandhi 
#भारत_जोड़ो_यात्रा #BharatJodoYatra https://t.co/b99kCyoGGL",en,0,218
7,1556844521534525442,NiravSolanki150,1569550116926926848,2022-09-13 04:54:43+00:00,"ગુજરાતના મૃદુ અને મક્કમ મુખ્યમંત્રી શ્રી ભૂપેન્દ્રભાઈ પટેલને એક વર્ષનો કાર્યકાળ પૂર્ણ કરવા બદલ હાર્દિક અભિનંદન.

#bjp #bhartiyajantaparty #modi #narendramodi #india #bjpgujarat #vadodara #ahmedabad #surat #bharuch #jambusar #politics #indianpolitics #gujarat #GujaratModel https://t.co/jZciAXbYZ6",gu,0,5
8,1533138233827426304,SheegehalliBjp,1569540310111518722,2022-09-13 04:15:45+00:00,"ಮೆಟ್ರೋ, ಫ್ಲೈ ಓವರ್, ರಸ್ತೆ ಒಂದೆಡೆ ನಿರ್ಮಾಣ

ಒಂದೇ ಪಿಲ್ಲರ್‌ನಲ್ಲಿ ಹೈಬ್ರಿಡ್ ಮಾರ್ಗ

ಎಕ್ಸ್‌ಪ್ರೆಸ್‌ ವೇಗೆ ಹೊಸ ಒಳಚರಂಡಿ ವ್ಯವಸ್ಥೆ

#BJPKarnataka  #mulbagilbjp #mulbagilyuvamorcha #mulbagilnews  #kolarbjp #kolaryuvamorcha #bjp #india #narendramodi #bjpyuvamorcha #indianpolitics  #bjpindia #namo https://t.co/nGXOZanEiw",kn,0,11
9,64936665,natiqhaque,1569522535800381441,2022-09-13 03:05:07+00:00,"@bharatjodo This is so very #true, #pure n' #organic fan following of any political leader .. 

An old man of #Kerela going #Gaga on #BharatJodoYatra anthem song who was filled with joy after meeting with the real hero, fighter n' the future of #IndianPolitics Shri @RahulGandhi Ji. https://t.co/zOTd9hTLMy",en,0,1999
10,118291893,arunjeba,1569520799765372928,2022-09-13 02:58:13+00:00,"#IndianPolitics
#BharatJodoYatra
#RahulGandhi #INC

Day.7... #RG &amp; #Yatris For Love, Peace and Unity in Diversity... Walks to engage with different walls of life.. 

#Kaniyapuram to #Kallambalam (Thiruvanadhapuram Dt, Kerala) https://t.co/fWYwKZ6m1n",en,0,3516
11,896274036761743360,Ahir_Pritesh_,1569382904106721280,2022-09-12 17:50:16+00:00,"आप केशी भी राजनीति कीजये..पर गरीबों का उपहास् मत उड़ाएये..सभी राजनेताओं से वींनती है..🙏🙏🙏
#indianpolitics https://t.co/0QsSmI0wRR",hi,0,1032
12,1567353485691338758,gs_abhiraj,1569367549921624064,2022-09-12 16:49:15+00:00,"Team Selection.... 👌Awesome ....🫡
The Performance Of The Indian Team in #T20WorldCup2022  will be similar to the performance of the indian team in #AsiaCupT20 🤣🤣🤣
#PoliticsInIndianCricket #indianpolitics #SanjuSamson #SanjuSamsonforT20WC #Cricket #ipl2022 #ipl #ViratKohli https://t.co/m8XIpJ8l5L",en,0,1
13,118291893,arunjeba,1569353972066189314,2022-09-12 15:55:18+00:00,"#IndianPolitics
#BharatJodYatra
#RahulGandhi #INC

Pic of the day... https://t.co/NMY5IhFSxR",en,0,3516
14,1275326473948114944,nayankrofficial,1569347637937336320,2022-09-12 15:30:08+00:00,"बिहार के सभी सही लोग, सही सोच के साथ एक मंच पर आएं, और विकसित बिहार के लिए सामूहिक प्रयास करें। #JanSuraaj #जनसुराज  #Nawada #नवादा #Bihar #बिहार #IndianPolitics #MahatmaGandhi #BaatBiharki #बात_बिहार_की #जन_सुराज #BaatBiharkii #pkyouthbrigade #pk  #Youth #IndianMedia #NayanKumar https://t.co/GToJj0FxOm",hi,0,314
15,118291893,arunjeba,1569325288391323650,2022-09-12 14:01:20+00:00,"#IndianPolitics

#BJP says ""Congress mukt bharat"" for past 8 years

Now only after 8 years #Congress posted one tweet resemble to their own tone... All #BJP #Sanghis get rattled... LoL https://t.co/DlIeFp7npp",en,0,3516
16,1416543892812533762,XYFWYdEQobDAmjQ,1569323585046745089,2022-09-12 13:54:33+00:00,#IndianPolitics me ye chal raha hai... degraded. https://t.co/7pUYMUFYZ8,hi,0,1
17,1549916598,newstracklive,1569320719129145345,2022-09-12 13:43:10+00:00,"पंचतत्व में विलीन हुए उमेश शर्मा, समाज के सभी वर्गो ने दी श्रद्धांजलि https://t.co/f7qoYR7eYJ https://t.co/OL0SwN32NW #indore #indianpolitics #political #politicalnews @newstracklive",hi,0,16921
18,1704625526,TamilTheHindu,1569312811381325827,2022-09-12 13:11:45+00:00,"செய்தித் தெறிப்புகள் 10 @  செப்.12, 2022 | Tamil Nadu | India | Politics | Top 10 News Tamil | HTT
Link  -  https://t.co/vqZVbU75sq
#sonaliphogat #modi #neet #stalin  #anbilmahesh #bjp #epsvsops  #tnpolitics #indianpolitics  #top10news #htt",eu,0,1079537
19,944248851984027648,vishaldwivedi_,1569304539005861889,2022-09-12 12:38:53+00:00,"हालत या हालात कहें 
मिले जुले है सब _
ये छोटे है वो बड़े थे 
लेकिन चोर हैं सब _ 
#indianpolitics",hi,0,1026
20,1254790470674202629,NewsNowNation,1569299618483306497,2022-09-12 12:19:19+00:00,"SP MLC Swami Prasad Maurya will increase in stature in the party, has got this big responsibility.#government #politics #india #indianpolitics #todaynews #viral #trending #newsnownation #Update #Newsnight  #NewsZERO #newsevery #newstoday #Updates #NewsUpdate @GauravVirendraA https://t.co/PP8ZJxbkNG",en,0,764
21,959772715698806784,ArjunKaFan_,1569297483947462656,2022-09-12 12:10:50+00:00,"Me by me 

Naked Reality…
#indianparliament 
#indianpolitics 
#bjp #narendramodi 
#congress #soniagandhi #rahulgandhi 
#memes #meme #memes😂 #memedaily https://t.co/d3L3zSoTd9",en,1,1127
22,1158688497479245830,MoneycontrolH,1569285933488553984,2022-09-12 11:24:57+00:00,"#AjitPawar: शरद पवार के भतीजे अजित पवार ने दी सफाई,   'मैं नाराज नहीं था बल्कि टॉयलेट के लिए गया था'
@PawarSpeaks @AjitPawarSpeaks @NCPspeaks

#NCP #SharadPawar #IndianPolitics #Maharashtra #Politics #LatestNews #moneycontrol 

https://t.co/afi01gFQU6",hi,0,38923
23,1549916598,newstracklive,1569272624643207168,2022-09-12 10:32:04+00:00,"उमेश शर्मा के अंतिम संस्कार में पहुंचे कई दिग्गज नेता, महासचिव से लेकर प्रदेश अध्यक्ष भी हुए शामिल https://t.co/vyibCxzTfn https://t.co/Hk3WrDW6q9 #madhyapradesh #indore #indianpolitics #politicalnews @newstracklive",hi,0,16921
